mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
18.160436487197877,1.1466683760797396,2.453558015823364,0.25975842134072685,0.5,rbf,0.03125,"{'C': 0.5, 'gamma': 0.03125, 'kernel': 'rbf'}",0.8184,0.8215,0.8247,0.8206,0.8173,0.8205,0.002580697580112776,229,0.82405,0.823375,0.82155,0.823175,0.823875,0.823205,0.0008867637791430058
19.085211944580077,0.7651889247818588,2.6506717681884764,0.22481969642084035,0.5,poly,0.03125,"{'C': 0.5, 'gamma': 0.03125, 'kernel': 'poly'}",0.8263,0.8251,0.8305,0.8288,0.8228,0.8267,0.0027121946832777463,195,0.831975,0.831425,0.82995,0.83025,0.831875,0.831095,0.0008386596449096701
25.2296932220459,0.8389552695252556,3.8877871513366697,0.2676030600208661,0.5,sigmoid,0.03125,"{'C': 0.5, 'gamma': 0.03125, 'kernel': 'sigmoid'}",0.7253,0.7214,0.7259,0.7229,0.7256,0.7242200000000001,0.0017656726763474431,309,0.724325,0.727875,0.7236,0.7243,0.72675,0.72537,0.0016461622034295456
16.821771717071535,1.998756298436914,2.2083348751068117,0.23790055354340195,0.5,rbf,0.0625,"{'C': 0.5, 'gamma': 0.0625, 'kernel': 'rbf'}",0.8308,0.8297,0.837,0.832,0.8274,0.8313799999999999,0.003192741768449162,189,0.836425,0.8368,0.835175,0.836325,0.83765,0.8364750000000001,0.0008001562347441919
24.187332010269166,0.6533651088788376,2.310524749755859,0.2705495654532981,0.5,poly,0.0625,"{'C': 0.5, 'gamma': 0.0625, 'kernel': 'poly'}",0.8543,0.8528,0.8607,0.8587,0.8514,0.85558,0.003543670413568397,101,0.86795,0.869675,0.86775,0.86805,0.868525,0.86839,0.0006911222757225984
23.52243356704712,0.9388323191910544,3.576176071166992,0.32727273631152387,0.5,sigmoid,0.0625,"{'C': 0.5, 'gamma': 0.0625, 'kernel': 'sigmoid'}",0.6,0.6,0.6,0.6,0.6,0.6,0.0,355,0.6,0.6,0.6,0.6,0.6,0.6,0.0
15.18386287689209,0.9990862076176945,1.8294883728027345,0.12495710303519128,0.5,rbf,0.125,"{'C': 0.5, 'gamma': 0.125, 'kernel': 'rbf'}",0.8497,0.8504,0.8567,0.8525,0.8476,0.85138,0.003086357075906804,109,0.86235,0.861725,0.86105,0.86215,0.86275,0.8620050000000001,0.0005806031346797978
69.51448631286621,2.7494683699425604,1.9852429389953614,0.04380103452164763,0.5,poly,0.125,"{'C': 0.5, 'gamma': 0.125, 'kernel': 'poly'}",0.8876,0.8879,0.8959,0.8931,0.888,0.8905000000000001,0.00338644356220506,22,0.93145,0.931875,0.92995,0.930625,0.930675,0.930915,0.0006753887769277599
21.99530143737793,0.7215933983385089,4.135710716247559,0.4720503668725128,0.5,sigmoid,0.125,"{'C': 0.5, 'gamma': 0.125, 'kernel': 'sigmoid'}",0.6,0.6,0.6,0.6,0.6,0.6,0.0,355,0.6,0.6,0.6,0.6,0.6,0.6,0.0
18.658938312530516,1.3961456878930099,2.194569396972656,0.14271559047232663,0.5,rbf,0.25,"{'C': 0.5, 'gamma': 0.25, 'kernel': 'rbf'}",0.8716,0.8697,0.877,0.8737,0.871,0.8725999999999999,0.0025510782034269294,80,0.894975,0.89645,0.8949,0.894675,0.893825,0.894965,0.0008477322690566815
